nome,famiglia,quartiere,nobile,cerchio
Ser Vitale del fu Ser Buono,nan,foriporta,No,C3
Ser Vitale di Ser Buono,nan,foriporta,No,C3
Serano del fu Ser Ghele,nan,foriporta,No,C3
Sigerio di Bondo da Cascina,da Cascina,ponte,No,C3
Silvestro di Ser Francesco Cavalca,nan,medio,No,C3
Silvestro di Vanni,nan,foriporta,No,C3
Simone Cecco detto il Rosso,nan,medio,No,C3
Simone Galletti,Galletti,ponte,No,C3
Simone Lupardi,nan,medio,No,C3
Simone Sardo,Sardo,kinzica,No,C3
Simone Sardo notaio de Rinonico,nan,,No,C3
Simone da San Casciano,da San Casciano,kinzica,No,C3
Simone del fu Iacopo Fantini,nan,,No,C3
Simone del fu Pucciarello,nan,kinzica,No,C3
Simone di Benedetto,nan,medio,No,C3
Simone di Betto Sardo,Sardo,kinzica,No,C3
Simone di Ceo,nan,foriporta,No,C3
Simone di Colo,nan,kinzica,No,C3
Simone di Giovanni Dolfi da Cisanello,nan,,No,C3
Simone di Michele,nan,medio,No,C3
Simone di Rodolfo,nan,kinzica,No,C3
Simone di Ser Bondiei de Seta,de Seta,ponte,No,C3
Simone di Ser Lapo da San Casciano,da San Casciano,kinzica,No,C3
Simone di Ser Piero da San Casciano de Comitibus,da San Casciano,kinzica,No,C3
Simone di Ser Ranieri da San Casciano,da San Casciano,kinzica,No,C3
Simone di Stefano,di Stefano,kinzica,No,C3
Soldo di Salvini,nan,ponte,No,C3
Soldo di Salvino,nan,ponte,No,C3
Spigliato di Bonnano,nan,,No,C3
Spillius,nan,ponte,No,C3
Stefanno Cecco,nan,kinzica,No,C3
Stefano,nan,ponte,No,C3
Stefano Canaparius,nan,kinzica,No,C3
Stefano di Coscio,nan,kinzica,No,C3
Stefano di Giovanni di Boezio,nan,ponte,No,C3
Stefano di Guiduccio Erovarius,nan,kinzica,No,C3
Stefano di Iacopo,nan,ponte,No,C3
Stefano di Ser Marco da Cascina,da Cascina,ponte,No,C3
Stefano di Vanni di Bonagiunta,nan,kinzica,No,C3
Taddeo di Bandino,nan,foriporta,No,C3
Taddeus…,nan,kinzica,No,C3
Tante di Tori,nan,foriporta,No,C3
Tice da Cascina,da Cascina,foriporta,No,C3
Tingo Griffi,Griffi,foriporta,No,C3
Tinuccio di Ranieri,nan,foriporta,No,C3
Tommaso Baronti,nan,medio,No,C3
Tommaso Bugarrus,nan,medio,No,C3
Tommaso Peccia,nan,kinzica,No,C3
Tommaso del fu Baronte,nan,medio,No,C3
Tommaso del fu Iacopo,nan,kinzica,No,C3
Tommaso di Banduccio Bonconti,Bonconti,foriporta,No,C3
Tommaso di Bonuccio,nan,ponte,No,C3
Tommaso di Domenico de Pannislineis,nan,foriporta,No,C3
Tommaso di Enrico di Angeli da Vico,nan,,No,C3
Tommaso di Gianni,nan,foriporta,No,C3
Tommaso di Giovanni,nan,foriporta,No,C3
Tommaso di Lapi,nan,medio,No,C3
Tommaso di Lemmo,nan,medio,No,C3
Tommaso di Lupiccio,nan,medio,No,C3
Tommaso di Lupo,nan,medio,No,C3
Tommaso di Manno,nan,foriporta,No,C3
Tommaso di Martino da Marti,nan,,No,C3
Tommaso di Nino di Balbo,nan,medio,No,C3
Tommaso di Pace,nan,medio,No,C3
Tommaso di Pancaldo,nan,foriporta,No,C3
Tommaso di Puccio,nan,ponte,No,C3
Tommaso di Ser Ciolo Grassolini,Grassolini,foriporta,No,C3
Tommaso di Simone,nan,ponte,No,C3
Tone di Antonio,nan,foriporta,No,C3
Tuccio di Tucci,nan,medio,No,C3
Turellino,nan,foriporta,No,C3
Ugo,nan,medio,No,C3
Ugo del fu Gerardo,nan,kinzica,No,C3
Ugo di Colino,nan,medio,No,C3
Ugo di Gerardo di Ugone,nan,kinzica,No,C3
Ugo di Guidone,nan,ponte,No,C3
Ugo di Lorenzo di Ugo,nan,kinzica,No,C3
Ugo di Manente da Cascina,da Cascina,foriporta,No,C3
Ugolini Bonconti,Bonconti,foriporta,No,C3
Ugolino Bonconti,Bonconti,foriporta,No,C3
Ugolino del fu Ser Bacciameo da Maleventre,nan,,No,C3
Ugolino di Alberto da Calcinaia,nan,,No,C3
Ugolino di Giovanni Tortini,nan,ponte,No,C3
Ugolino di Guido,nan,medio,No,C3
Uro,nan,medio,No,C3
Vanne di Nocchio di Castiglione,nan,ponte,No,C3
Vanni Bellacqua,nan,ponte,No,C3
Vanni Bonconti,Bonconti,kinzica,No,C3
Vanni Botticelli,nan,medio,No,C3
Vanni Bucchia,nan,ponte,No,C3
Vanni Proficati,nan,ponte,No,C3
Vanni da Cascina,nan,foriporta,No,C3
Vanni del fu Ser Enrico,nan,medio,No,C3
Vanni di Antonio,nan,medio,No,C3
Vanni di Betto,nan,medio,No,C3
Vanni di Castiglione,nan,ponte,No,C3
Vanni di Corrado,nan,foriporta,No,C3
Vanni di Pino,nan,medio,No,C3
Vanni di Salvi,nan,foriporta,No,C3
Vanni di Ser Piero da Marti,nan,,No,C3
Vanni di Ser Ugo,nan,foriporta,No,C3
Vanni di Veri Salvi,nan,foriporta,No,C3
Vanni di Vero,nan,foriporta,No,C3
Vannone di Bencivenne,nan,ponte,No,C3
Vannuccio di Urso,nan,foriporta,No,C3
Ventura,nan,kinzica,No,C3
Ventura di Puccio,nan,foriporta,No,C3
Veranus not. f. q. Ser Bonaccursi not. Ser Henricus Pis. civ. not. et s,nan,,No,C3
Vernaccio del fu Duccio da Marti,nan,,No,C3
Vesso del fu Francesco,nan,medio,No,C3
Vico di Bernardo di Stefano,di Stefano,kinzica,No,C3
Villano di Bacciameo,nan,,No,C3
Vincellario di Gerardo,nan,foriporta,No,C3
Vinciolo di Vivolo,nan,kinzica,No,C3
Vitale,nan,foriporta,No,C3
Vitale di Buono,nan,foriporta,No,C3
Vitale di Ser Buono,nan,medio,No,C3
Vittorioso di Ser Guidone da Cascina,da Cascina,medio,No,C3
Viviano del fu Ser Dino Marinarii,nan,foriporta,No,C3
Accorso Pandolfini,Pandolfini,kinzica,No,C4
Agostino del fu Vanni Fecini,Fecini,kinzica,No,C4
Agostino di Gerardo Astai,Astai,ponte,No,C4
Alamanno Morrocchi,Morrocchi,medio,No,C4
Albizzo di Piero di Albizzo da Vico,di Albizzo da Vico,medio,No,C4
Albizzo di Piero di Albizzo da Vico de Comitibus,di Albizzo da Vico,medio,No,C4
Andrea Bertalotti,Bertalotti,kinzica,No,C4
Andrea Botticella,Botticella,medio,No,C4
Andrea Scaccieri,Scaccieri,ponte,No,C4
Andrea Scarso,Scarso,ponte,No,C4
Andrea Testari,Testari,medio,No,C4
Andrea da Morrona,da Morrona,ponte,No,C4
Andrea da Soiana,da Soiana,foriporta,No,C4
Andrea degli Occhi,degli Occhi,kinzica,No,C4
Andrea del Rosso,Del Rosso,kinzica,No,C4
Andrea del Testa,del Testa,kinzica,No,C4
Andrea del fu Bacciameo Maggiolini,Maggiolini,foriporta,No,C4
Andrea del fu Iacopo Bocca,Bocca,medio,No,C4
Andrea del fu Iacopo Compagni de Comitibus,Compagni,foriporta,No,C4
Andrea di Andrea da Cevoli,da Cevoli,kinzica,No,C4
Andrea di Ciampoli,di Ciampoli,kinzica,No,C4
Andrea di Ciolo Marinari,Marinari,kinzica,No,C4
Andrea di Cola Bondiei,Bondiei,ponte,No,C4
Andrea di Francesco da Calci,da Calci,foriporta,No,C4
Andrea di Lapaccio,del Magrino,medio,No,C4
Andrea di Piero Benvenuti,Benvenuti,kinzica,No,C4
Andrea di Pietro Rustico,Rustico,medio,No,C4
Andrea di Ranieri da San Savino,da San Savino,kinzica,No,C4
Andrea di Ser Averardo da Montefoscoli,da Montefoscoli,kinzica,No,C4
Andrea di Ser Bacciameo Maggiolini,Maggiolini,foriporta,No,C4
Andrea di Ser Bonagiunta Galgano,Galgano,medio,No,C4
Andrea di Vanni da Camugliano,da Camugliano,ponte,No,C4
Andrea di Vanni da Vico,da Vico,medio,No,C4
Andreas q. Iacobi Guidonis de Campo not.,de Campo,,No,C4
Andreotto Galletto,Galletto,ponte,No,C4
Andreotto da Settimo,da Settimo,ponte,No,C4
Andreotto da Vada,da Vada,kinzica,No,C4
Angelo di Duccio Tozi,Tozi,kinzica,No,C4
Angelo di Ser Averardo da Montefoscoli,da Montefoscoli,kinzica,No,C4
Antonio Berlescie,Berlescie,ponte,No,C4
Antonio Salvi,Salvi,foriporta,No,C4
Antonio da Piombino,da Piombino,medio,No,C4
Antonio da Rasignano,da Rasignano,ponte,No,C4
Antonio da San Casciano,Da San Casciano,foriporta,No,C4
Antonio del fu Bonaccorso Peracche de Comitibus,Peracche,medio,No,C4
Antonio del fu Gerardo Gufi,Gufi,kinzica,No,C4
Antonio di Cecco da Marti,da Marti,kinzica,No,C4
Antonio di Cegne del Guercio,del Guercio,ponte,No,C4
Antonio di Giovanni da Cesano,da Cesano,medio,No,C4
Antonio di Manfredi da Seta,da Seta,medio,No,C4
Antonio di Neruccio da Oratorio,da Oratorio,kinzica,No,C4
Antonio di Pardo da Leccia,da Leccia,medio,No,C4
Antonio di Ser Angelo da Montefoscoli,da Montefoscoli,foriporta,No,C4
Antonio di Ser Cegne dell'Agnello,dell'Agnello,kinzica,No,C4
Antonio di Ser Dee da Fagiano,da Fagiano,medio,No,C4
Antonio di Ser Giovanni da Rasignano,da Rasignano,ponte,No,C4
Antonio di Vanni Galligi d'Appiano,d'Appiano,medio,No,C4
Antonius Bartali Balduccii de Sancto Cassiano not. et s.,Da San Casciano,,No,C4
Antonius Gardonis de Calci not. et s,de Calci,,No,C4
Antonius Iaicobi de Sancto Kassiano not.,Da San Casciano,,No,C4
Bacciameo Lapi,Lapi,kinzica,No,C4
Bacciameo Moriconi,Moriconi,medio,No,C4
Bacciameo Salvi,Salvi,kinzica,No,C4
Bacciameo da Sazeto,da Sazeto,foriporta,No,C4
Bacciameo de Malaventere,Malaventre,ponte,No,C4
Bacciameo dei Leuli,dei Leuli,kinzica,No,C4
Bacciameo del Palazzetto,del Palazzetto,kinzica,No,C4
Bacciameo del fu Vanni da Sasseto,da Sasseto,foriporta,No,C4
Bacciameo di Bandini da Vico,Bandini,foriporta,No,C4
Bacciameo di Giovanni da Villa,da Villa,medio,No,C4
Bacciameo di Marco Adami,Adami,medio,No,C4
Bacciameo di Rosso Balducci,Balducci,medio,No,C4
Bacciameo di Ser Cello da Oliveto,da Oliveto,ponte,No,C4
Bacciomeo da Sasseto,da Sasseto,foriporta,No,C4
Baccione di Parduccio di Calci,da Calci,ponte,No,C4
Baccione di Parduccio da Calci,da Calci,ponte,No,C4
Baldassare del Tignoso,Del Tignoso,kinzica,No,C4
Baldo di Giovanni da San Casciano,Da San Casciano,medio,No,C4
Banco del Magrino,del Magrino,foriporta,No,C4
Banco di Puccio Sere,Sere,kinzica,No,C4
Banduccio di Giunta del Fallera,del Fallera,foriporta,No,C4
Banduccio di Piero Bandi,Bandi,ponte,No,C4
Banduccio di San Giovanni da Vena,San Giovanni da Vena,medio,No,C4
Banduccio di Ser Piero dell'Abate,dell'Abate,foriporta,No,C4
Barone da Perignano,da Perignano,medio,No,C4
Bartalotto di Ser Iacopo de Moricotti da Vico,Moricotti da Vico,ponte,No,C4
Barthalomeus q. Martini Spessalaste de Marti not. et s.,De Marti,,No,C4
Bartho- lomeus Ser Fini de Vico not,de Vico,,No,C4
Bartholomeus Iohannis de Pontesercli not. et s. p.,de Pontesercli,,No,C4
Bartholomeus filius quondam Ser Cei de Peccioli Notaio,de Peccioli,,No,C4
Bartholomeus f. Cini de Morrona not. et s,de Morrona,,No,C4
Bartholomeus f. Gardonis Parentis de Calci not. et s.,de Calci,,No,C4
Bartholomeus not. f. Cini de Morrona not. et s.,de Morrona,,No,C4
Bartolomeo Bacciarelli,Bacciarelli,ponte,No,C4
Bartolomeo Bindochi,Bindochi,foriporta,No,C4
Bartolomeo Compagni,Compagni,foriporta,No,C4
Bartolomeo Laggio,Laggio,kinzica,No,C4
Bartolomeo Margatto,Margatto,medio,No,C4
Bartolomeo Mele di Puccio Mele,Mele,foriporta,No,C4
Bartolomeo Scarso,Scarso,ponte,No,C4
Bartolomeo da Campiglia,da Campiglia,ponte,No,C4
Bartolomeo del Tignoso,Del Tignoso,kinzica,No,C4
Bartolomeo delle Brache,delle Brache,medio,No,C4
Bartolomeo di Angelo da Calci,da Calci,ponte,No,C4
Bartolomeo di Betto del Testa,del Testa,kinzica,No,C4
Bartolomeo di Bindo Astai,Astai,medio,No,C4
Bartolomeo di Ciolo del Pecora,del Pecora,ponte,No,C4
Bartolomeo di Deo Frenari,Frenari,kinzica,No,C4
Bartolomeo di Enrico Aliotti,Aliotti,kinzica,No,C4
Bartolomeo di Filippo Astai,Astai,medio,No,C4
Bartolomeo di Francesco Bellebuono,Bellebuono,foriporta,No,C4
Bartolomeo di Giovanni Bertalotti,Bertalotti,medio,No,C4
Bartolomeo di Giovanni delle Brache,delle Brache,medio,No,C4
Bartolomeo di Guida da Campiglia,da Campiglia,medio,No,C4
Bartolomeo di Iacopo del Baglione,Del Baglione,kinzica,No,C4
Bartolomeo di Lippo del Tignoso,Del Tingnoso,medio,No,C4
Bartolomeo di Nicola del Voglia,del Voglia,kinzica,No,C4
Bartolomeo di Piero del Vecchio,del Vecchio,medio,No,C4
Bartolomeo di Puccio del Baglione,Del Baglione,kinzica,No,C4
Bartolomeo di Puccio del Testa,del Testa,kinzica,No,C4
Bartolomeo di Ser Fanuccio Cinquini,Cinquini,kinzica,No,C4
Bartolomeo di Ser Piero delle Brache,delle Brache,medio,No,C4
Bartolomeo di Ser Puccio Salmuli,Salmuli,kinzica,No,C4
Bartolomeo di Ticio da Fagiano,da Fagiano,kinzica,No,C4
Bartolomeo di Ticio del Fagiano,Da Fagiano,kinzica,No,C4
Bartolomeo di Tommaso d'Abaco,d'Abaco,medio,No,C4
Bartolomeo di Vanni da Tripallo,da Tripallo,kinzica,No,C4
Beneato da Metato,da Metato,ponte,No,C4
Benedetto di Andrea Bertalotti,Bertalotti,kinzica,No,C4
Benedetto di Puccetto Benetti,Benetti,medio,No,C4
Benedetto di Puccio Benetti,Benetti,medio,No,C4
Benegrande da Calci,da Calci,ponte,No,C4
Benvenuto di Vanni Benvenuti,Benvenuti,ponte,No,C4
Bergo di Giovanni da Cesano,da Cesano,medio,No,C4
Bernardo Aiutamicristo,Aiutamicristo,medio,No,C4
Bernardo di Bindo Astai,Astai,medio,No,C4
Bernotto de Grillo,de Grillo,kinzica,No,C4
Betto Bucchia,Bucchia,ponte,No,C4
Betto del fu Enrico da Arizio,da Arizio,foriporta,No,C4
Betto di Nocchio Tegrimi,Tegrimi da Vico,medio,No,C4
Bettus not. q. item Ser Becti de Cascina not. et s,de Cascina,,No,C4
Biagio di Giovanni delle Brache,delle Brache,medio,No,C4
Bianco Bondiei,Bondiei,ponte,No,C4
Binda da Vada,da Vada,kinzica,No,C4
Bindaccio di Puccio Benetti,Benetti,medio,No,C4
Bindo Benigno,Benigno,medio,No,C4
Bindo Bonaiuti,Bonaiuti,foriporta,No,C4
Bindo del fu Iacopo Mettefuoco,Mettefuoco,kinzica,No,C4
Bindo di Enrico da Oliveto da Porta Calcesana,da Oliveto di Porta Calcesana,foriporta,No,C4
Bindo di Gerardo Astai,Astai,ponte,No,C4
Bindo di Giovanni delle Brache,delle Brache,medio,No,C4
Bindo di Lupo Bernardi,Bernardi,ponte,No,C4
Bindo di Puccio Benetti,Benetti,medio,No,C4
Blasio da Cisanello,da Cisanello,foriporta,No,C4
Blaso delle Brache,delle Brache,medio,No,C4
Bonaccorso del fu Puccio da Santa Luce,da Santa Luce,kinzica,No,C4
Bonaccorso di Bartalo da Colle,da Colle,kinzica,No,C4
Bonaccorso di Giovanni da Colle,da Colle,kinzica,No,C4
Bonaccorso di Guccio da Cenaria,da Cenaria,kinzica,No,C4
Bonaccorso di Ser Ciola da Seta,da Seta,foriporta,No,C4
Bonaccorso di Ser Ranieri da Peccioli,da Peccioli,ponte,No,C4
Bonagiunta Bencivenne,Bencivenne,foriporta,No,C4
Bonagiunta Miccaro,Miccaro,foriporta,No,C4
Bonagiunta da Calcinaria,da Calcinaria,foriporta,No,C4
Bonagiunta da Cantone,da Cantone,foriporta,No,C4
Bonagiunta di Nino da Capraria,da Capraria,ponte,No,C4
Bonagiunta di Ser Simone Rustichelli,Rustichelli,ponte,No,C4
Bonagiunta di Ser Vanni da Calcinaia,da Calcinaia,foriporta,No,C4
Bonaiuto di Ghele da Casciavola,da Casciavola,kinzica,No,C4
Bonanno di Vanni da Vico,da Vico,medio,No,C4
Bondo Boldrone,Boldrone,kinzica,No,C4
Bondo Lanfreducci,Lanfreducci,ponte,No,C4
Bondo da Tripallo,da Tripallo,ponte,No,C4
Cagnasso Boncristiani,Boncristiani,medio,No,C4
Cagnasso Melani,Melani,ponte,No,C4
Cecco Margatto,Margatto,medio,No,C4
Cecco di Feo Stracciagallina,Stracciagallina,foriporta,No,C4
Cecco di Ser Ceo Rustichelli,Rustichelli,foriporta,No,C4
Ceccone Astai,Astai,medio,No,C4
Cegna da Colle,da Colle,kinzica,No,C4
Cellino Orlandi,Orlandi (?),foriporta,No,C4
Cellino da Oliveto,da Oliveto,medio,No,C4
Cellino di Bonaccorso da Colle,da Colle,kinzica,No,C4
Cellino di Ser Simone da Settimo,da Settimo,ponte,No,C4
Cellino di Simone da Settimo,da Settimo,ponte,No,C4
Cello Rosso,Rosso,foriporta,No,C4
Cello da Oliveto,da Oliveto,ponte,No,C4
Cello di Bindo da Campiglia,da Campiglia,foriporta,No,C4
Cencio di Ser Bonaccorso d'Appiano,d'Appiano,medio,No,C4
Centinus de Cascina q. Gucii,de Cascina,,No,C4
Ceo Gerone da Vico,da Vico,medio,No,C4
Ceo Tempanello,Tempanello,medio,No,C4
Ceo di Ser Cola de Viridi,de Viridi,ponte,No,C4
Ciano di Gerardo Astai,Astai,ponte,No,C4
Ciato di Ser Nicola da Canneto,da Canneto,medio,No,C4
Cinino di Bartolomeo Scarso,Scarso,ponte,No,C4
Cino Damiani,Damiani,ponte,No,C4
Cino da Vecchiano,da Vecchiano,ponte,No,C4
Cino di Giunta del Fallera,del Fallera,medio,No,C4
Cino di Puccio da Asciano,Asciano,ponte,No,C4
Cino di Ser Giovanni da Vecchiano,da Vecchiano,ponte,No,C4
Ciola Pandolfini,Pandolfini,kinzica,No,C4
Ciola di Nerio Davini,Davini,kinzica,No,C4
Ciolo Scacceri,Scaccieri,ponte,No,C4
Ciolo di Ser Cola Bondiei,Bondiei,ponte,No,C4
Ciolo di Ser Vanni Pandolfini,Pandolfini,kinzica,No,C4
Ciolo di Ser Vanni Scacceri de Comitibus,Scacceri,ponte,No,C4
Ciomeo Maggiolini,Maggiolini,foriporta,No,C4
Ciomeo Maggiolini de Comitibus,Maggiolini,foriporta,No,C4
Cione de Salmuli,de Salmuli,kinzica,No,C4
Cione del fu Vanni Ravalda,Ravalda,foriporta,No,C4
Cione di Puccio Benetti,Benetti,medio,No,C4
Cione di Rosso da Fagiano,da Fagiano,kinzica,No,C4
Cola Bocchetta,Bocchetta,foriporta,No,C4
Cola Boccio,Boccio,ponte,No,C4
Cola Galletto,Galletto,ponte,No,C4
Cola Miccaro,Miccaro,foriporta,No,C4
Cola Pannocchia,Pannocchia,kinzica,No,C4
Cola Urselli,Urselli,foriporta,No,C4
Cola da Arena,da Arena,ponte,No,C4
Cola da Avane,da Avane,kinzica,No,C4
Cola de Leguli,de Leguli,foriporta,No,C4
Cola del fu Benvenuto da Scorno,da Scorno,ponte,No,C4
Cola delle Brache,delle Brache,medio,No,C4
Cola di Bacciameo Ranaldi,Ranaldi,foriporta,No,C4
Cola di Francesco da Navacchio,da Navacchio,foriporta,No,C4
Cola di Giovanni Aldighieri,Aldighieri,kinzica,No,C4
Cola di Giovanni Gatto,Gatto,ponte,No,C4
Cola di Lippo Berlescie,Berlescie,ponte,No,C4
Cola di Ser Alamanno de Viacava,da Viacava,foriporta,No,C4
Cola di Ser Iacopo da Leguli,da Leguli,foriporta,No,C4
Cola di Ser Iacopo da Peccioli,da Peccioli,ponte,No,C4
Cola di Ser Puccio Salmuli,Salmuli,kinzica,No,C4
Cola di Tuccio Scaficci,Scaficci,medio,No,C4
Cola di Tuccio Schaficci,Scaficci,foriporta,No,C4
Cola di Vanni Bucchia,Bucchia,ponte,No,C4
Colo Bercio del fu Ser Bindo da Vico,da Vico,medio,No,C4
Colo Botticelli,Botticelli,medio,No,C4
Conte del fu Vanni Aiutamicristo,Aiutamicristo,medio,No,C4
Corrado Bernardino da Vico,da Vico,medio,No,C4
Coscio Maggiolini,Maggiolini,foriporta,No,C4
Coscio Scarsagallo,Scarsagallo,kinzica,No,C4
Coscio del Fornaio,del Fornaio,ponte,No,C4
Coscio di Leopardo del Fornaio,del Fornaio,ponte,No,C4
Cristoforo di Monduccio da Marti,da Marti,kinzica,No,C4
Damino de Moccia,de Moccia,kinzica,No,C4
Deas da Fagiano,da Fagiano,medio,No,C4
Dino de Marti,de Marti,foriporta,No,C4
Domenico da Cevoli,da Cevoli,kinzica,No,C4
Domenico di Cola da Podio,da Podio,kinzica,No,C4
Domenico di Ser Betto da Calcinaia,da Calcinaia,medio,No,C4
Dominicus Ser Becti de Calcinaria not. et s.,de Calcinaria,,No,C4
Donato di Giovanni del Battista,del Battista,kinzica,No,C4
Duccio di Michele Tozi,Tozi,kinzica,No,C4
Enrico Aliotti,Aliotti,kinzica,No,C4
Enrico Boccio,Boccio,ponte,No,C4
Enrico Scaccieri,Scaccieri,ponte,No,C4
Enrico da Capannoli,da Capannoli,medio,No,C4
Enrico da Navacchio,da Navacchio,foriporta,No,C4
Enrico da Nodica,da Nodica,ponte,No,C4
Enrico da Pettori,da Pettori,kinzica,No,C4
Enrico da Serena,da Serena,medio,No,C4
Enrico dal Campo,dal Campo,foriporta,No,C4
Enrico del Palazzetto,del Palazzetto,kinzica,No,C4
Enrico dell'Abate,dell'Abate,foriporta,No,C4
Enrico di Coscio Maggiolini,Maggiolini,foriporta,No,C4
Enrico di Giovanni da Cesano,da Cesano,medio,No,C4
Enrico di Matteo da Nodica,da Nodica,ponte,No,C4
Enrico di Ser Coscio Maggiolini de Comitibus,Maggiolini,foriporta,No,C4
Enrico di Ser Paranzone da Marti,da Marti,foriporta,No,C4
Faldino di Gerardo da Montecchio,da Montecchio,ponte,No,C4
Fanuccio Miccaro,Miccaro,foriporta,No,C4
Fanuccio dell'Arciprete,dell'Arciprete,medio,No,C4
Fanuccio di Ser Cello del Rosso,Del Rosso,foriporta,No,C4
Fazio Scacceri,Scacceri,ponte,No,C4
Fazio del fu Ciola Scacceri,Scaccieri,ponte,No,C4
Federico Del Mugnaio,del Mugnaio,kinzica,No,C4
Federico di Gaddo Almansori,Almansori,foriporta,No,C4
Ferrino di Iacopo da Leguli,da Leguli,foriporta,No,C4
Ferro di Sandro da Asciano,da Asciano,kinzica,No,C4
Filippo Clerico,Clerico,foriporta,No,C4
Filippo del Gufo,del Gufo,kinzica,No,C4
Filippo di Angelo Del Gufo,del Gulfo,kinzica,No,C4
Filippo di Gerardo Astai,Astai,ponte,No,C4
Filippo di Ser Bernardo Salvi,Salvi,foriporta,No,C4
Framuccio di Iacopo Argomenti,Argomenti,medio,No,C4
Francesco Bocchetta,Bocchetta,medio,No,C4
Francesco Bonafidei,Bonafidei,medio,No,C4
Francesco Borromei,Borromei,kinzica,No,C4
Francesco Botticcella,Botticella,medio,No,C4
Francesco Damiani,Damiani,ponte,No,C4
Francesco Fioravanti,Fioravanti,medio,No,C4
Francesco Frassi,Frassi,foriporta,No,C4
Francesco Marraffo del fu Ser Piero Marraffo,Marraffo,ponte,No,C4
Francesco Tegrimi,Tegrimi da Vico,medio,No,C4
Francesco Urselli,Urselli,foriporta,No,C4
Francesco Vanelli,Vanelli,medio,No,C4
Francesco da Buti,da Buti,medio,No,C4
Francesco da Fauglia,da Fauglia,kinzica,No,C4
Francesco da Montecalvoli,da Montecalvoli,foriporta,No,C4
Francesco da Navacchio,da Navacchio,foriporta,No,C4
Francesco de Follis,de Follis,foriporta,No,C4
Francesco de Pettori,de Pettori,foriporta,No,C4
Francesco del Fallera,del Fallera (?),foriporta,No,C4
Francesco del fu Guidone Cinquini,Cinquini,kinzica,No,C4
Francesco del fu Ser Betto Sciorta,Sciorta,kinzica,No,C4
Francesco della Gora,della Gora,foriporta,No,C4
Francesco di Accerito da Calcinaia,da Calcinaia,medio,No,C4
Francesco di Albizzo da Vico da Vico,di Albizzo da Vico,medio,No,C4
Francesco di Bindo Mezzoconte,Mezzoconte,foriporta,No,C4
Francesco di Bindo Rosso,Rosso,foriporta,No,C4
Francesco di Ceo Geremia,Geremia,medio,No,C4
Francesco di Cino Pannocchia,Pannocchia,kinzica,No,C4
Francesco di Coscio da Pettori,da Pettori,foriporta,No,C4
Francesco di Geremia da Vico,da Vico,medio,No,C4
Francesco di Giovanni Damiani,Damiani,ponte,No,C4
Francesco di Giovanni Damiani de Comitibus,Damiani,ponte,No,C4
Francesco di Giovanni del Riglione,del Riglione,foriporta,No,C4
Francesco di Giovanni del Saracino,del Saracino,kinzica,No,C4
Francesco di Guidone del Tignoso,del Tignoso,kinzica,No,C4
Francesco di Lapo Aiutamicristo,Aiutamicristo,medio,No,C4
Francesco di Lippo da Calcinaia,da Calcinaia,ponte,No,C4
Francesco di Masino Aiutamicristo,Aiutamicristo,medio,No,C4
Francesco di Nerio Botticelli,Botticelli,medio,No,C4
Francesco di Nerio Urselli,Urselli,foriporta,No,C4
Francesco di Ser Andrea Gettalebraccia,Gettalebraccia,kinzica,No,C4
Francesco di Ser Beneviene da Scorno,da Scorno,ponte,No,C4
Francesco di Ser Cola Talenti,Talenti,kinzica,No,C4
Francesco di Ser Simone Rustichelli,Rustichelli,ponte,No,C4
Francischus Bacciamei de Sasseto not. et s.,de Sasseto,,No,C4
Francischus Ser Iacobi de Vico not. et s.,de Vico,,No,C4
Francuccio del fu Ser Nerio Botticella,Botticella,medio,No,C4
Fulco da San Savino,da San Savino,kinzica,No,C4
Gabriello di Iacopo Melani,Melani,ponte,No,C4
Gaddo Tempanelli,Tempanelli,medio,No,C4
Gaddo da Asciano,da Asciano,foriporta,No,C4
Gaddo da Capannoli,da Capannoli,foriporta,No,C4
Gaddo di Franco Boccio,Boccio,ponte,No,C4
Gaddo di Ranieri Tempanelli,Tempanelli,medio,No,C4
Gano Scotti,da Varna,medio,No,C4
Gano di Duccio Tozi,Tozi,kinzica,No,C4
Gaspare da Lavaiano,da Lavaiano,kinzica,No,C4
Gaspare di Benvenuto da Calci,da Calci,kinzica,No,C4
Gaspare di Ser Matteo Pellegrini,Pellegrini,kinzica,No,C4
Gente di Giovanni da Cesano,da Cesano,medio,No,C4
Gentile di Duccio da Marti,da Marti,foriporta,No,C4
Gerardo Facello,Facello,ponte,No,C4
Gerardo di Bartolomeo Compagni,Compagni,foriporta,No,C4
Gerardo di Enrico da Vico,da Vico,foriporta,No,C4
Gerardo di Giovanni da Cevoli,da Cevoli,kinzica,No,C4
Gerardo di Giunta del Fallera,del Fallera,foriporta,No,C4
Gerardo di Lippo Astai,Astai,ponte,No,C4
Gerardo di Piero dell'Agnello,dell'Agnello,kinzica,No,C4
Gerardo di Ser Cecco Ferrante,Ferrante,kinzica,No,C4
Gerardo di Ser Ghello da Cerreto,da Cerreto,foriporta,No,C4
Gerardo di Ser Iacopo d'Appiano,d'Appiano,foriporta,No,C4
Gerardo di Ser Piero da Lavaiano,da Lavaiano,medio,No,C4
Gerardo di Vanni da Camugliano,da Camugliano,kinzica,No,C4
Gerardus Astarius defunctus in dicto officio die quintodecimo septembris. Iohannes Bianchi Bondiei,Bondiei,ponte,No,C4
Gerardus f. olim Ser Francisci Ciardi de Calcinaria not. et s.,de Calcinaria,,No,C4
