nome,attestazioni_savi,quartiere,attestazioni_1372,attestazioni_1377,Nobile,anno,mesi,data inizio mandato,data fine mandato,famiglia
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1375,novembre-dicembre,1375-08-01,1375-09-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1377,maggio-giugno,1377-02-01,1377-03-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1381,settembre-ottobre,1381-06-01,1381-07-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1384,novembre- dicembre,1384-08-01,1384-09-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1386,luglio-agosto,1386-04-01,1386-05-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1388,settembre-ottobre,1388-06-01,1388-07-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1390,marzo-aprile,1390-12-01,1390-01-01,Colle
Ludovico Stefani,X1 = 1 luglio 1377 ,kinzica,0,1,No,1371,gennaio-febbraio,1371-10-01,1371-11-01,di Stefano
Ludovico Stefani,X1 = 1 luglio 1377 ,kinzica,0,1,No,1376,novembre-dicembre,1376-08-01,1376-09-01,di Stefano
Ludovico Stefani,X1 = 1 luglio 1377 ,kinzica,0,1,No,1379,marzo-aprile,1379-12-01,1379-01-01,di Stefano
Ludovico Stefani,X1 = 1 luglio 1377 ,kinzica,0,1,No,1382,luglio-agosto,1382-04-01,1382-05-01,di Stefano
Ludovico Stefani,X1 = 1 luglio 1377 ,kinzica,0,1,No,1383,marzo-aprile,1383-12-01,1383-01-01,di Stefano
Ludovico Stefani,X1 = 1 luglio 1377 ,kinzica,0,1,No,1388,luglio-agosto,1388-04-01,1388-05-01,di Stefano
Ludovico Stefani,X1 = 1 luglio 1377 ,kinzica,0,1,No,1390,novembre-dicembre,1390-08-01,1390-09-01,di Stefano
Buonagiunta da Cascina,X5 = 7 luglio 1377// 9 luglio 1377 (Foriporta)// 17 luglio 1377 (Foriporta) // 1 agosto 1377 (Foriporta) // 26 novembre 1377,kinzica,0,5,No,,Bonagiunta da Cascina sia in Medio sia in Foriporta; in Kinzica ci sono ma nessun Bonagiunta,,,da Cascina
Ranieri Sardo,X3 =  8 luglio 1377// 7 ottobre 1377 // 26 novembre 1377,kinzica,0,3,No,1364,settembre-ottobre,1364-06-01,1364-07-01,Sardo
Ranieri Sardo,X3 =  8 luglio 1377// 7 ottobre 1377 // 26 novembre 1377,kinzica,0,3,No,1377,marzo-aprile,1377-12-01,1377-01-01,Sardo
Ranieri Sardo,X3 =  8 luglio 1377// 7 ottobre 1377 // 26 novembre 1377,kinzica,0,3,No,1389,luglio-agosto,1389-04-01,1389-05-01,Sardo
Benedetto Gambacorta,X12 = 5 agosto 1377 // 18 agosto 1377 // 25 agosto 1377// 27 agosto 1377// 15 settembre 1377 // 7 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377 // 30 ottobre 1377// 22 novembre 1377 // 26 novembre 1377 // 2 dicembre 1377,kinzica,0,12,No,1371,gennaio-febbraio,1371-10-01,1371-11-01,Gambacorta
Gerardo di Andrea Gambacorta,X7 = 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377 // 7 ottobre 1377 // 9 ottobre 1377// 15 ottobre 1377 // 2 dicembre 1377,kinzica,0,7,No,1370,settembre-ottobre,1370-06-01,1370-07-01,Gambacorta
Nino Tingli,X1 = 14 agosto 1377,kinzica,0,1,No,,None,,,Tingli
Iacopo Murci,X1 = 7 ottobre 1377,kinzica,0,1,No,1355,maggio-giugno,1355-02-01,1355-03-01,Murcio
Iacopo Murci,X1 = 7 ottobre 1377,kinzica,0,1,No,1380,luglio-agosto,1380-04-01,1380-05-01,Murcio
Iacopo Murci,X1 = 7 ottobre 1377,kinzica,0,1,No,1382,novembre-dicembre,1382-08-01,1382-09-01,Murcio
Iacopo Murci,X1 = 7 ottobre 1377,kinzica,0,1,No,1389,maggio-giugno,1389-02-01,1389-03-01,Murcio
Iacopo Murci,X1 = 7 ottobre 1377,kinzica,0,1,No,1391,marzo-aprile,1391-12-01,1391-01-01,Murcio
Simone da Massa,X1 = 7 ottobre 1377,kinzica,0,1,No,1372,maggio-giugno,1372-02-01,1372-03-01,Massa
"Bandino Porcario, tavernaio",X1 = 7 ottobre 1377,kinzica,0,1,No,1376,gennaio-febbraio,1376-10-01,1376-11-01,tavernaio
"Bandino Porcario, tavernaio",X1 = 7 ottobre 1377,kinzica,0,1,No,1387,marzo-aprile,1387-12-01,1387-01-01,tavernaio
"Matteo del Mugnaio, vinaiolo",X1 = 7 ottobre 1377,kinzica,0,1,No,1355,maggio-giugno,1355-02-01,1355-03-01,vinaiolo
Nicola Pannocchia,X1 = 27 ottobre 1377 ,kinzica,0,1,No,1355,novembre-dicembre,1355-08-01,1355-09-01,Pannochia
Nicola Pannocchia,X1 = 27 ottobre 1377 ,kinzica,0,1,No,1370,novembre-dicembre,1370-08-01,1370-09-01,Pannochia
Nicola Pannocchia,X1 = 27 ottobre 1377 ,kinzica,0,1,No,1378,novembre-dicembre,1378-08-01,1378-09-01,Pannochia
Francesco da San Casciano,X2 = 22 novembre 1377 // 26 novembre 1377,kinzica,0,2,No,1355,marzo-aprile-maggio,1355-12-01,1355-02-01,Casciano
Francesco da San Casciano,X2 = 22 novembre 1377 // 26 novembre 1377,kinzica,0,2,No,1359,maggio-giugno,1359-02-01,1359-03-01,Casciano
Francesco da San Casciano,X2 = 22 novembre 1377 // 26 novembre 1377,kinzica,0,2,No,1363,dicembre-gennaio-febbraio,1363-09-01,1363-11-01,Casciano
Francesco da San Casciano,X2 = 22 novembre 1377 // 26 novembre 1377,kinzica,0,2,No,1364,settembre-ottobre,1364-06-01,1364-07-01,Casciano
Francesco da San Casciano,X2 = 22 novembre 1377 // 26 novembre 1377,kinzica,0,2,No,1373,luglio-agosto,1373-04-01,1373-05-01,Casciano
Francesco da San Casciano,X2 = 22 novembre 1377 // 26 novembre 1377,kinzica,0,2,No,1379,luglio-agosto,1379-04-01,1379-05-01,Casciano
