nome,attestazioni_savi,quartiere,attestazioni_1372,attestazioni_1377,Nobile,anno,mesi,data inizio mandato,data fine mandato,famiglia
Bonaccorso Bonconti,X 13 = 12 settembre 1372 // 1 ottbre 1372 // 5 ottobre 1372 // 18 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 //  6 novembre 1372 // 13 novembre 1372 //  15 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 |||| X14 = 1 luglio 1377 // 7 luglio 1377 // 7 luglio 1377// 9 luglio 1377// 10 luglio 1377 // 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE  27,foriporta,13,13,No,1355,novembre-dicembre,1355-08-01,1355-09-01,Bonconti
Bonaccorso Bonconti,X 13 = 12 settembre 1372 // 1 ottbre 1372 // 5 ottobre 1372 // 18 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 //  6 novembre 1372 // 13 novembre 1372 //  15 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 |||| X14 = 1 luglio 1377 // 7 luglio 1377 // 7 luglio 1377// 9 luglio 1377// 10 luglio 1377 // 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE  27,foriporta,13,13,No,1372,luglio-agosto,1372-04-01,1372-05-01,Bonconti
Bonaccorso Bonconti,X 13 = 12 settembre 1372 // 1 ottbre 1372 // 5 ottobre 1372 // 18 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 //  6 novembre 1372 // 13 novembre 1372 //  15 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 |||| X14 = 1 luglio 1377 // 7 luglio 1377 // 7 luglio 1377// 9 luglio 1377// 10 luglio 1377 // 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE  27,foriporta,13,13,No,1375,settembre-ottobre,1375-06-01,1375-07-01,Bonconti
Bonaccorso Bonconti,X 13 = 12 settembre 1372 // 1 ottbre 1372 // 5 ottobre 1372 // 18 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 //  6 novembre 1372 // 13 novembre 1372 //  15 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 |||| X14 = 1 luglio 1377 // 7 luglio 1377 // 7 luglio 1377// 9 luglio 1377// 10 luglio 1377 // 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE  27,foriporta,13,13,No,1377,maggio-giugno,1377-02-01,1377-03-01,Bonconti
Bonaccorso Bonconti,X 13 = 12 settembre 1372 // 1 ottbre 1372 // 5 ottobre 1372 // 18 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 //  6 novembre 1372 // 13 novembre 1372 //  15 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 |||| X14 = 1 luglio 1377 // 7 luglio 1377 // 7 luglio 1377// 9 luglio 1377// 10 luglio 1377 // 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE  27,foriporta,13,13,No,1381,settembre-ottobre,1381-06-01,1381-07-01,Bonconti
Bonaccorso Bonconti,X 13 = 12 settembre 1372 // 1 ottbre 1372 // 5 ottobre 1372 // 18 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 //  6 novembre 1372 // 13 novembre 1372 //  15 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 |||| X14 = 1 luglio 1377 // 7 luglio 1377 // 7 luglio 1377// 9 luglio 1377// 10 luglio 1377 // 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE  27,foriporta,13,13,No,1383,maggio-giugno,1383-02-01,1383-03-01,Bonconti
Filippo Alliata,X13=  12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 15 novembre 1372 // 19 novembre 1372 // 24 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 |||| X16 = 1 luglio 1377 //   1 luglio 1377 // 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377 // 26 luglio 1377// 27 luglio 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 16 agosto 1377 //  25 agosto 1377// 27 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377  |||| TOTALE  29,foriporta,13,13,No,1369,gennaio-febbraio,1369-10-01,1369-11-01,Alliata
Filippo Alliata,X13=  12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 15 novembre 1372 // 19 novembre 1372 // 24 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 |||| X16 = 1 luglio 1377 //   1 luglio 1377 // 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377 // 26 luglio 1377// 27 luglio 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 16 agosto 1377 //  25 agosto 1377// 27 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377  |||| TOTALE  29,foriporta,13,13,No,1371,marzo-aprile,1371-12-01,1371-01-01,Alliata
Filippo Alliata,X13=  12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 15 novembre 1372 // 19 novembre 1372 // 24 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 |||| X16 = 1 luglio 1377 //   1 luglio 1377 // 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377 // 26 luglio 1377// 27 luglio 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 16 agosto 1377 //  25 agosto 1377// 27 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377  |||| TOTALE  29,foriporta,13,13,No,1275,novembre-dicembre,1275-08-01,1275-09-01,Alliata
Filippo Alliata,X13=  12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 15 novembre 1372 // 19 novembre 1372 // 24 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 |||| X16 = 1 luglio 1377 //   1 luglio 1377 // 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377 // 26 luglio 1377// 27 luglio 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 16 agosto 1377 //  25 agosto 1377// 27 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377  |||| TOTALE  29,foriporta,13,13,No,1382,gennaio-febbraio,1382-10-01,1382-11-01,Alliata
Filippo Alliata,X13=  12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 15 novembre 1372 // 19 novembre 1372 // 24 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 |||| X16 = 1 luglio 1377 //   1 luglio 1377 // 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377 // 26 luglio 1377// 27 luglio 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 16 agosto 1377 //  25 agosto 1377// 27 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377  |||| TOTALE  29,foriporta,13,13,No,1385,marzo-aprile,1385-12-01,1385-01-01,Alliata
Filippo Alliata,X13=  12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 15 novembre 1372 // 19 novembre 1372 // 24 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 |||| X16 = 1 luglio 1377 //   1 luglio 1377 // 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377 // 26 luglio 1377// 27 luglio 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 16 agosto 1377 //  25 agosto 1377// 27 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377  |||| TOTALE  29,foriporta,13,13,No,1390,marzo-aprile,1390-12-01,1390-01-01,Alliata
Giovanni di Tommaso (Grassolini),X 3 = 26 settembre 1372 // 7 ottobre 1372 // 15 novembre 1372||||||| X2=  7 luglio 1377  // 2 agosto 1377  |||| TOTALE 5,foriporta,3,3,No,1371,gennaio-febbraio,1371-10-01,1371-11-01,Grassolini
Giovanni di Tommaso (Grassolini),X 3 = 26 settembre 1372 // 7 ottobre 1372 // 15 novembre 1372||||||| X2=  7 luglio 1377  // 2 agosto 1377  |||| TOTALE 5,foriporta,3,3,No,1375,settembre-ottobre,1375-06-01,1375-07-01,Grassolini
Giovanni di Tommaso (Grassolini),X 3 = 26 settembre 1372 // 7 ottobre 1372 // 15 novembre 1372||||||| X2=  7 luglio 1377  // 2 agosto 1377  |||| TOTALE 5,foriporta,3,3,No,1378,gennaio-febbraio,1378-10-01,1378-11-01,Grassolini
Giovanni di Tommaso (Grassolini),X 3 = 26 settembre 1372 // 7 ottobre 1372 // 15 novembre 1372||||||| X2=  7 luglio 1377  // 2 agosto 1377  |||| TOTALE 5,foriporta,3,3,No,1385,luglio-agosto,1385-04-01,1385-05-01,Grassolini
Giovanni di Tommaso (Grassolini),X 3 = 26 settembre 1372 // 7 ottobre 1372 // 15 novembre 1372||||||| X2=  7 luglio 1377  // 2 agosto 1377  |||| TOTALE 5,foriporta,3,3,No,1388,luglio-agosto,1388-04-01,1388-05-01,Grassolini
Giovanni di Tommaso (Grassolini),X 3 = 26 settembre 1372 // 7 ottobre 1372 // 15 novembre 1372||||||| X2=  7 luglio 1377  // 2 agosto 1377  |||| TOTALE 5,foriporta,3,3,No,1390,settembre-ottobre,1390-06-01,1390-07-01,Grassolini
Giovanni di Tommaso (Grassolini),X 3 = 26 settembre 1372 // 7 ottobre 1372 // 15 novembre 1372||||||| X2=  7 luglio 1377  // 2 agosto 1377  |||| TOTALE 5,foriporta,3,3,No,1390,marzo-aprile,1390-12-01,1390-01-01,Grassolini
Pellario Griffi,X1= 26 settembre 1372 ,foriporta,1,0,No,1357,gennaio-febbraio,1357-10-01,1357-11-01,Griffi
Pellario Griffi,X1= 26 settembre 1372 ,foriporta,1,0,No,1362,settembre-ottobre,1362-06-01,1362-07-01,Griffi
Pellario Griffi,X1= 26 settembre 1372 ,foriporta,1,0,No,1367,agosto-settembre,1367-05-01,1367-06-01,Griffi
Piero de Leccia,X1= 26 settembre 1372 ,foriporta,1,0,No,,None,,,nan
"Simone da Perignano, notaio",X1= 26 settembre 1372 ||||| X8 = 1 luglio 1377 // 18 luglio 1377 // 27 luglio 1377  // 2 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 7 ottobre 1377// 27 ottobre 1377 //  |||| TOTALE 9,foriporta,1,1,No,1371,marzo-aprile,1371-12-01,1371-01-01,notaio
"Simone da Perignano, notaio",X1= 26 settembre 1372 ||||| X8 = 1 luglio 1377 // 18 luglio 1377 // 27 luglio 1377  // 2 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 7 ottobre 1377// 27 ottobre 1377 //  |||| TOTALE 9,foriporta,1,1,No,1376,settembre-ottobre,1376-06-01,1376-07-01,notaio
"Simone da Perignano, notaio",X1= 26 settembre 1372 ||||| X8 = 1 luglio 1377 // 18 luglio 1377 // 27 luglio 1377  // 2 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 7 ottobre 1377// 27 ottobre 1377 //  |||| TOTALE 9,foriporta,1,1,No,1377,gennaio-febbraio,1377-10-01,1377-11-01,notaio
"Simone da Perignano, notaio",X1= 26 settembre 1372 ||||| X8 = 1 luglio 1377 // 18 luglio 1377 // 27 luglio 1377  // 2 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 7 ottobre 1377// 27 ottobre 1377 //  |||| TOTALE 9,foriporta,1,1,No,1384,gennaio-febbraio,1384-10-01,1384-11-01,notaio
"Lorenzo Salvi, notaio",X 5 = 1 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 19 novembre 1372 // 31 novembre 1372 ||||| X8 =  1 luglio 1377  //  7 luglio 1377// 10 luglio 1377 // 27 luglio 1377// 6 agosto 1377// 15 settembre 1377 // 7 ottobre 1377 // 30 ottobre 1377  |||| TOTALE  13,foriporta,5,5,No,1370,aprile-maggio-giugno,1370-01-01,1370-03-01,notaio
"Lorenzo Salvi, notaio",X 5 = 1 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 19 novembre 1372 // 31 novembre 1372 ||||| X8 =  1 luglio 1377  //  7 luglio 1377// 10 luglio 1377 // 27 luglio 1377// 6 agosto 1377// 15 settembre 1377 // 7 ottobre 1377 // 30 ottobre 1377  |||| TOTALE  13,foriporta,5,5,No,1373,settembre-ottobre,1373-06-01,1373-07-01,notaio
"Lorenzo Salvi, notaio",X 5 = 1 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 19 novembre 1372 // 31 novembre 1372 ||||| X8 =  1 luglio 1377  //  7 luglio 1377// 10 luglio 1377 // 27 luglio 1377// 6 agosto 1377// 15 settembre 1377 // 7 ottobre 1377 // 30 ottobre 1377  |||| TOTALE  13,foriporta,5,5,No,1380,settembre-ottobre,1380-06-01,1380-07-01,notaio
"Lorenzo Salvi, notaio",X 5 = 1 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 19 novembre 1372 // 31 novembre 1372 ||||| X8 =  1 luglio 1377  //  7 luglio 1377// 10 luglio 1377 // 27 luglio 1377// 6 agosto 1377// 15 settembre 1377 // 7 ottobre 1377 // 30 ottobre 1377  |||| TOTALE  13,foriporta,5,5,No,1383,luglio-agosto,1383-04-01,1383-05-01,notaio
"Lorenzo Salvi, notaio",X 5 = 1 ottobre 1372 // 18 ottobre 1372 // 13 novembre 1372 // 19 novembre 1372 // 31 novembre 1372 ||||| X8 =  1 luglio 1377  //  7 luglio 1377// 10 luglio 1377 // 27 luglio 1377// 6 agosto 1377// 15 settembre 1377 // 7 ottobre 1377 // 30 ottobre 1377  |||| TOTALE  13,foriporta,5,5,No,1387,marzo-aprile,1387-12-01,1387-01-01,notaio
Piero Bondiei,X 2 = 7 ottobre 1372 // 6 novembre 1372 ,foriporta,2,0,No,,None,,,nan
"Piero Bandini, vinaiolo",X 3 = 7 ottobre 1372 // 18 ottobre 1372 // 19 novembre 1372 ||||||  X1 = 15 settembre 1377  |||| TOTALE 4,foriporta,3,3,No,1344,maggio-giugno,1344-02-01,1344-03-01,vinaiolo
"Piero Bandini, vinaiolo",X 3 = 7 ottobre 1372 // 18 ottobre 1372 // 19 novembre 1372 ||||||  X1 = 15 settembre 1377  |||| TOTALE 4,foriporta,3,3,No,1355,luglio-agosto,1355-04-01,1355-05-01,vinaiolo
"Piero Bandini, vinaiolo",X 3 = 7 ottobre 1372 // 18 ottobre 1372 // 19 novembre 1372 ||||||  X1 = 15 settembre 1377  |||| TOTALE 4,foriporta,3,3,No,1370,luglio-agosto,1370-04-01,1370-05-01,vinaiolo
"Piero Bandini, vinaiolo",X 3 = 7 ottobre 1372 // 18 ottobre 1372 // 19 novembre 1372 ||||||  X1 = 15 settembre 1377  |||| TOTALE 4,foriporta,3,3,No,1378,marzo-aprile,1378-12-01,1378-01-01,vinaiolo
"Giovanni Pancaldi, cuoiaio",X 2 = 7 ottobre 1372 // 16 ottobre 1372 ,foriporta,2,0,No,1368,dicembre-gennaio,1368-09-01,1368-10-01,cuoiaio
"Giovanni Pancaldi, cuoiaio",X 2 = 7 ottobre 1372 // 16 ottobre 1372 ,foriporta,2,0,No,,famiglia,,,cuoiaio
Enrico Magli,X1 = 16 ottobre 1372 ,foriporta,1,0,No,,None,,,Magli
Giovanni Fauglia,X1 = 5 novembre 1372 ,foriporta,1,0,No,,None,,,Fauglia
"Consiglio di Pino, vinaiolo",X1 = 5 novembre 1372 ,foriporta,1,0,No,1373,luglio-agosto,1373-04-01,1373-05-01,vinaiolo
Ludovico Rosselmini,X1 = 12 novembre 1372 ,foriporta,1,0,No,1368,giugno-luglio,1368-03-01,1368-04-01,Rosselmini
Francesco  Griffi (non so se Giovanni o Lapo),X1 = 18 ottobre 1372 ,foriporta,1,0,No,1348,maggio-giugno,1348-02-01,1348-03-01,Lapo)
Francesco  Griffi (non so se Giovanni o Lapo),X1 = 18 ottobre 1372 ,foriporta,1,0,No,,"Priori per tutto il ventennio, di Lapo di più forse perché è giovane",,,Lapo)
Bonagiunta del Sordo,X1 = 31 novembre 1372 ,foriporta,1,0,No,1366,agosto-settembre,1366-05-01,1366-06-01,Del Sordo
Bonagiunta del Sordo,X1 = 31 novembre 1372 ,foriporta,1,0,No,1373,marzo-aprile,1373-12-01,1373-01-01,Del Sordo
"Giovanni da Ripoli, notaio",X1 = 31 novembre 1372 ,foriporta,1,0,No,1361,marzo-aprile,1361-12-01,1361-01-01,notaio
Nerio Sciancato,X 1 = 15 dicembre 1372 ,foriporta,1,0,No,1355,gennaio-febbraio,1355-10-01,1355-11-01,Sciancato
Nerio Sciancato,X 1 = 15 dicembre 1372 ,foriporta,1,0,No,,POI? Ranieri o nieri ?,,,Sciancato
Francesco Zacci, X11 = 1 luglio 1377 //  1 luglio 1377 // 7 luglio 1377// 14 luglio 1377// 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 16 agosto 1377// 27 ottobre 1377 //,foriporta,0,11,Sì,,None,,,Zacci
Piero conte de Montescudaio,X4 = 1 luglio 1377  //  7 luglio 1377// 10 luglio 1377 // 9 ottobre 1377,foriporta,0,4,Sì,,None,,,Montescudaio
Lippo Alliata ( Filippo ), X13 = 1 luglio 1377 //  7 luglio 1377 // 7 luglio 1377// 10 luglio 1377 // 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 6 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 16 agosto 1377// 15 settembre 1377  // 30 ottobre 1377,foriporta,0,13,No,1361,gennaio-febbraio,1361-10-01,1361-11-01,)
Lippo Alliata ( Filippo ), X13 = 1 luglio 1377 //  7 luglio 1377 // 7 luglio 1377// 10 luglio 1377 // 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 6 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 16 agosto 1377// 15 settembre 1377  // 30 ottobre 1377,foriporta,0,13,No,1376,gennaio-febbraio,1376-10-01,1376-11-01,)
Andrea Alliata,X1 = 2 agosto 1377 ,foriporta,0,1,No,1368,giugno-luglio,1368-03-01,1368-04-01,Alliata
Andrea Alliata,X1 = 2 agosto 1377 ,foriporta,0,1,No,1370,aprile-maggio-giugno,1370-01-01,1370-03-01,Alliata
Andrea Alliata,X1 = 2 agosto 1377 ,foriporta,0,1,No,1370,settembre-ottobre,1370-06-01,1370-07-01,Alliata
Lorenzo di Paolo,X1 = 5 agosto 1377,foriporta,0,1,No,,None,,,Paolo
Benedetto  da Segaloni (?),X3 = 25 agosto 1377// 7 ottobre 1377// 27 ottobre 1377 //,foriporta,0,3,No,,None,,,(?)
Bartolomeo (di Puccio) di Melo,X1 = 7 ottobre 1377,foriporta,0,1,No,1366,aprile-maggio,1366-01-01,1366-02-01,Melo
Bartolomeo (di Puccio) di Melo,X1 = 7 ottobre 1377,foriporta,0,1,No,1370,settembre-ottobre,1370-06-01,1370-07-01,Melo
Bartolomeo (di Puccio) di Melo,X1 = 7 ottobre 1377,foriporta,0,1,No,1376,maggio-giugno,1376-02-01,1376-03-01,Melo
Bartolomeo (di Puccio) di Melo,X1 = 7 ottobre 1377,foriporta,0,1,No,1378,maggio-giugno,1378-02-01,1378-03-01,Melo
Bartolomeo (di Puccio) di Melo,X1 = 7 ottobre 1377,foriporta,0,1,No,1380,settembre- ottobre,1380-06-01,1380-07-01,Melo
Bartolomeo (di Puccio) di Melo,X1 = 7 ottobre 1377,foriporta,0,1,No,1381,gennaio-febbraio,1381-10-01,1381-11-01,Melo
Bartolomeo (di Puccio) di Melo,X1 = 7 ottobre 1377,foriporta,0,1,No,1381,marzo-aprile,1381-12-01,1381-01-01,Melo
Bartolomeo (di Puccio) di Melo,X1 = 7 ottobre 1377,foriporta,0,1,No,1386,settembre-ottobre,1386-06-01,1386-07-01,Melo
Enrico Malacalsa,X1 = 7 ottobre 1377,foriporta,0,1,No,1379,gennaio-febbraio,1379-10-01,1379-11-01,Malacalsa
Enrico da Campo,X1=  27 ottobre 1377 ,foriporta,0,1,No,1367,aprile-maggio,1367-01-01,1367-02-01,da Campo
Enrico da Campo,X1=  27 ottobre 1377 ,foriporta,0,1,No,1377,novembre-dicembre,1377-08-01,1377-09-01,da Campo
Enrico da Campo,X1=  27 ottobre 1377 ,foriporta,0,1,No,1382,maggio-giugno,1382-02-01,1382-03-01,da Campo
Enrico da Campo,X1=  27 ottobre 1377 ,foriporta,0,1,No,1385,settembre-ottobre,1385-06-01,1385-07-01,da Campo
Enrico da Campo,X1=  27 ottobre 1377 ,foriporta,0,1,No,1389,gennaio-febbraio,1389-10-01,1389-11-01,da Campo
Benegrande del Rosso,X 2 = 1372 // 7 ottobre 1372 |||||| X2 = 7 luglio 1377// 10 agosto 1377  |||| TOTALE 4,medio,2,2,No,1370,Luglio-Agosto,1370-04-01,1370-05-01,del Rosso
Benegrande del Rosso,X 2 = 1372 // 7 ottobre 1372 |||||| X2 = 7 luglio 1377// 10 agosto 1377  |||| TOTALE 4,medio,2,2,No,1372,Marzo-Aprile,1372-12-01,1372-01-01,del Rosso
Benegrande del Rosso,X 2 = 1372 // 7 ottobre 1372 |||||| X2 = 7 luglio 1377// 10 agosto 1377  |||| TOTALE 4,medio,2,2,No,1374,Settembre-Ottobre,1374-06-01,1374-07-01,del Rosso
Benegrande del Rosso,X 2 = 1372 // 7 ottobre 1372 |||||| X2 = 7 luglio 1377// 10 agosto 1377  |||| TOTALE 4,medio,2,2,No,1380,Maggio-Giugno,1380-02-01,1380-03-01,del Rosso
Pietro di Albizzo,X 6 = 9 settembre 1372 // 12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 18 ottobre 1372 // 16 novembre 1372 |||| X17 = 1 luglio 1377 //  1 luglio 1377  //  7 luglio 1377 // 7 luglio 1377 // 9 luglio 1377// 14 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 7 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 18 agosto 1377 // 25 agosto 1377// 27 agosto 1377// 7 ottobre 1377// 15 ottobre 1377// 22 novembre 1377  |||| TOTALE 23,medio,6,6,No,1371,Gennaio-Febbraio,1371-10-01,1371-11-01,Albizzo
Pietro di Albizzo,X 6 = 9 settembre 1372 // 12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 18 ottobre 1372 // 16 novembre 1372 |||| X17 = 1 luglio 1377 //  1 luglio 1377  //  7 luglio 1377 // 7 luglio 1377 // 9 luglio 1377// 14 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 7 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 18 agosto 1377 // 25 agosto 1377// 27 agosto 1377// 7 ottobre 1377// 15 ottobre 1377// 22 novembre 1377  |||| TOTALE 23,medio,6,6,No,1374,Gennaio-Febbraio,1374-10-01,1374-11-01,Albizzo
Pietro di Albizzo,X 6 = 9 settembre 1372 // 12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 18 ottobre 1372 // 16 novembre 1372 |||| X17 = 1 luglio 1377 //  1 luglio 1377  //  7 luglio 1377 // 7 luglio 1377 // 9 luglio 1377// 14 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 7 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 18 agosto 1377 // 25 agosto 1377// 27 agosto 1377// 7 ottobre 1377// 15 ottobre 1377// 22 novembre 1377  |||| TOTALE 23,medio,6,6,No,1375,Marzo-Aprile,1375-12-01,1375-01-01,Albizzo
Pietro di Albizzo,X 6 = 9 settembre 1372 // 12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 18 ottobre 1372 // 16 novembre 1372 |||| X17 = 1 luglio 1377 //  1 luglio 1377  //  7 luglio 1377 // 7 luglio 1377 // 9 luglio 1377// 14 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 7 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 18 agosto 1377 // 25 agosto 1377// 27 agosto 1377// 7 ottobre 1377// 15 ottobre 1377// 22 novembre 1377  |||| TOTALE 23,medio,6,6,No,1380,Settembre-Ottobre,1380-06-01,1380-07-01,Albizzo
Pietro di Albizzo,X 6 = 9 settembre 1372 // 12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 18 ottobre 1372 // 16 novembre 1372 |||| X17 = 1 luglio 1377 //  1 luglio 1377  //  7 luglio 1377 // 7 luglio 1377 // 9 luglio 1377// 14 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 7 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 18 agosto 1377 // 25 agosto 1377// 27 agosto 1377// 7 ottobre 1377// 15 ottobre 1377// 22 novembre 1377  |||| TOTALE 23,medio,6,6,No,1382,Marzo-Aprile,1382-12-01,1382-01-01,Albizzo
Pietro di Albizzo,X 6 = 9 settembre 1372 // 12 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 18 ottobre 1372 // 16 novembre 1372 |||| X17 = 1 luglio 1377 //  1 luglio 1377  //  7 luglio 1377 // 7 luglio 1377 // 9 luglio 1377// 14 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 7 agosto 1377// 10 agosto 1377 // 14 agosto 1377 // 18 agosto 1377 // 25 agosto 1377// 27 agosto 1377// 7 ottobre 1377// 15 ottobre 1377// 22 novembre 1377  |||| TOTALE 23,medio,6,6,No,1385,Gennaio-Febbraio,1385-10-01,1385-11-01,Albizzo
Cola Grasso,X 9 = 1372 // 9 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 6 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 ||||| X18 = 1 luglio 1377 //  8 luglio 1377// 9 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 31 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377  // 30 ottobre 1377// 22 novembre 1377 //   26 novembre 1377 // 2 dicembre 1377  |||| TOTALE 27 ,medio,9,9,No,1370,Aprile-Maggio-Giugno,1370-01-01,1370-03-01,Grasso
