numero mandato,data inizio mandato,data fine mandato,nome,nota,altra nota,anno,mesi,note data,ruolo,quartiere
121,1389-10-01,1389-11-01,Cellinus de Oliveto,,Aurifex,1389,Gennaio-Febbraio,M. V. D. PETRUS GAMBACURTIS etc. ET NOB. ET POT. VIR D. ALBERTUS DE GALLUSSIS DE BONONIA MIL. P. P. ET D. LEG. DOCT. HENRIGUS DE GUIGLIARINIS DE LUCO C. P. P,anziano #1,medio
122,1389-12-01,1390-01-01,Bonaiutus Spetiarius,,Spetiarius,1389-1390,Marzo-Aprile,,anziano #1,medio
123,1390-02-01,1390-03-01,Bindus Ser Coli Gallecti,,,1390,Maggio-Giugno,,anziano #1,medio
124,1390-04-01,1390-05-01,Tomasus Pacis,,Casearius,1390,Luglio-Agosto,,anziano #1,medio
125,1390-06-01,1390-07-01,Abraam Ranerii Grassi,Grassus,,1390,Settembre-Ottobre,,anziano #1,medio
126,1390-08-01,1390-09-01,Lucchius Tomazi Lapi,,,1390,Novembre-Dicembre,,anziano #1,medio
127,1390-10-01,1390-11-01,Tomasus Bugarrus,,,1390,Gennaio-Febbraio,NOB. ET POT. VIR D. BISSANCIONUS COMES DE PAGNANO P. P. ET D. FILIPPUS DE BRANDAGLIIS DE ARETIO C. P. P,anziano #1,medio
128,1390-12-01,1391-01-01,Nicolaus,de Plumbino,Aurifex,1390-1391,Marzo-Aprile,,anziano #1,medio
129,1391-02-01,1391-03-01,Iohannes Ser Mei,,Aurifex,1391,Maggio-Giugno,,anziano #1,medio
130,1391-04-01,1391-05-01,Ranerius Baronti,,Spetiarius,1391,Luglio-Agosto,,anziano #1,medio
131,1391-06-01,1391-07-01,Ranerius Ser Guidi,,Siriciarius,1391,Settembre-Ottobre,,anziano #1,medio
132,1391-08-01,1391-09-01,Fredianus Iacobi,,Setaiolus,1391,Novembre-Dicembre,,anziano #1,medio
133,1391-10-01,1391-11-01,Antonius Vannis Galligii de Appiano,Galligii de Appiano,,1391,Gennaio-Febbraio,SPECTAB. MIL. D. PETRUS DE CAVALCABOBUS MARCHIO P. P. ET D. C. P. P. SUPRAS,anziano #1,medio
134,1391-12-01,1392-01-01,Cione Colti Cionis,,,1391-1392,Marzo-Aprile,D. POTEST. SUPRAS. ET EGREG. LEG. DOCT. VANNES ANGELI DE RECANATA C. P. P,anziano #1,medio
135,1392-02-01,1392-03-01,Marianus Gerardi de Sancto Cassiano,de Sancto Cassiano,,1392,Maggio-Giugno,,anziano #1,medio
136,1392-04-01,1392-05-01,Pierus Fortitni,,Casearius,1392,Luglio-Agosto,,anziano #1,medio
137,1392-06-01,1392-07-01,An- dreas Pieri Sampantis,Sampante,,1392,Settembre-Ottobre,,anziano #1,medio
138,1392-08-01,1392-09-01,Marianus Manfredi de Seta,de Seta,,1392,Novembre-Dicembre,,anziano #1,medio
139,1392-10-01,1392-11-01,Baldus Iohannis de Sancto Cassiano,de Sancto Cassiano,,1392,Gennaio-Febbraio,NOB. ET EGR. VIR D. ARAO DE AURIA DE IANUA P. P. ET D. C. P. P. SUPRASCR. ,anziano #1,medio
1,1369-10-01,1369-11-01,Ser Iohannes Ser Nardi di Vico,di Vico ,Notarius ,1369,Gennaio-Febbraio,,anziano #2,medio
2,1369-12-01,1370-01-01,Andreas Manfredis,,Vinarius,1369-1370,Marzo-Aprile,"Ranieri Sardo cap. 151 (nell'edizione dell'1845 della cronaca c'è una virgola dopo Giovanni di Puccio, Pancaldo)",anziano #2,medio
3,1370-01-01,1370-03-01,Iohannes Bertaloctus,Bertaloctus,Tabernarius,1370,Aprile-Maggio-Giugno,Due Priori per Quartiere,anziano #2,medio
4,1370-04-01,1370-05-01,Ser Matteus Bertalocti,Bertaloctus,Tabernarius,1370,Luglio-Agosto,Due Priori per Quartiere /NOB. ET POT. MILES D. RAINERIUS UGOLINUCCII DE BASCHIO HONOR PISANORUM POTESTAS ,anziano #2,medio
5,1370-06-01,1370-07-01,Franciscus Vannelli,,Corassarius,1370,Settembre-Ottobre,,anziano #2,medio
6,1370-08-01,1370-09-01,Guido Iuncte,Iuncte/ De Calci,Vinarius,1370,Novembre-Dicembre,NOB. ET POT. MILES DOMINUS CAROLUS DE MONTANINIS DE SENIS HONOR. Pisanorum Potestas,anziano #2,medio
7,1370-10-01,1370-11-01,Nicolaus Bertalocti,Bertaloctus,Tabernarius,1370,Gennaio-Febbraio,,anziano #2,medio
8,1370-12-01,1371-01-01,Michael Iusti,Iusti,Calthularius,1370-1371,Marzo-Aprile,SUPRASCRIPT. POT. HABUIT ETIAM HOC TEMPORE OFFICIUM CAP. P. P,anziano #2,medio
9,1371-02-01,1371-03-01,Iohannes Nerii Manni,,Tabernarius,1371,Maggio-Giugno,,anziano #2,medio
10,1371-04-01,1371-05-01,Lemmus Cei,,Tabernarius,1371,Luglio-Agosto,,anziano #2,medio
11,1371-06-01,1371-07-01,Ser Guido Luti,,Notarius ,1371,Settembre-Ottobre,NOB. ET SAP. VIR D. MARCUS D. MACTHEI DE NARNIA LEG. DOCT.,anziano #2,medio
12,1371-08-01,1371-09-01,Iohannes Bertalocti,Bertaloctus,Tabernarius,1371,Novembre-Dicembre,NOB. ET EGR. MILES D. BALIGINUS DE BALIGANIS DE ESIO HONOR. P. P. ET MARCUS DE NARNIA SUPR. C. P. P.,anziano #2,medio
13,1371-10-01,1371-11-01,Iohannes mag. Andree pell.,,Magister,1371,Gennaio-Febbraio,SUP. POT. ET MARCUS DE NARNIA LEG. DOCT. C. P. P,anziano #2,medio
14,1371-12-01,1372-01-01,Nardus q. Vannis,,Arrotator,1371-1372,Marzo-Aprile,,anziano #2,medio
15,1372-02-01,1372-03-01,Ser Iohannes Ildebrandini di Gello,di Gello,,1372,Maggio-Giugno,MAGNIF. ET POT. MILES D. PETRUS GAMBACURTA HONORAB. PIS. CIVIS. CAPITANEUS MASNADARUM PISANI COMUNIS ET POPULI PISANI. DEFENSOR ET CAP. P. P. SUPRASCRIPT,anziano #2,medio
16,1372-04-01,1372-05-01,Michael Iuncte q. Iuncte calt.,Iuncte,Calthularius,1372,Luglio-Agosto,M. ET P. MILES D. PETRUS GAMBACURTA ET D. BALIGANUS SUPR. POT. NEC NON D. CAP. P. P. SUPR.,anziano #2,medio
